steering,img_path
-0.4796118545454545,10-10-246-184-47-252-150-71_130_76.png
-0.5825203636363636,10-10-246-184-47-252-150-71_130_121.png
-0.6955072727272728,10-10-246-184-47-252-150-71_130_136.png
-0.5959450545454545,10-10-246-184-47-252-150-71_219_66.png
-0.33279494545454547,10-10-246-184-47-252-150-71_219_96.png
-0.6854802363636364,10-10-246-184-47-252-150-71_219_171.png
-0.5635758181818182,10-10-246-184-47-252-150-71_188_66.png
-0.38097616363636366,10-10-246-184-47-252-150-71_188_96.png
-0.950746909090909,10-10-246-184-47-252-150-71_188_171.png
-0.515883790909091,10-10-246-184-47-252-150-71_167_66.png
-0.3516560545454545,10-10-246-184-47-252-150-71_167_96.png
-0.9237791818181817,10-10-246-184-47-252-150-71_167_171.png
-0.4732249090909091,10-10-246-184-47-252-150-71_59_66.png
-0.39842872727272727,10-10-246-184-47-252-150-71_59_96.png
-0.974299090909091,10-10-246-184-47-252-150-71_59_156.png
-0.5638895454545455,10-10-246-184-47-252-150-71_171_66.png
-0.3339521272727273,10-10-246-184-47-252-150-71_171_96.png
-0.8135730909090909,10-10-246-184-47-252-150-71_171_171.png
-0.4985096363636364,10-10-246-184-47-252-150-71_258_66.png
-0.3044445727272727,10-10-246-184-47-252-150-71_258_96.png
-0.704174,10-10-246-184-47-252-150-71_258_171.png
-0.7335113636363636,10-10-246-184-47-252-150-71_9_60.png
-0.5398477636363637,10-10-246-184-47-252-150-71_9_75.png
-0.4793693636363636,10-10-246-184-47-252-150-71_9_120.png
-0.39621049999999997,10-10-246-184-47-252-150-71_9_135.png
-0.2704484545454546,10-10-246-184-47-252-150-71_126_47.png
-0.36084150909090906,10-10-246-184-47-252-150-71_126_77.png
-0.5988732727272728,10-10-246-184-47-252-150-71_126_122.png
-0.6907515909090909,10-10-246-184-47-252-150-71_126_137.png
-0.936046309090909,10-10-246-184-47-252-150-71_18_62.png
-0.533930909090909,10-10-246-184-47-252-150-71_18_77.png
-0.4421039727272727,10-10-246-184-47-252-150-71_18_122.png
-0.46662976363636366,10-10-246-184-47-252-150-71_331_66.png
-0.41796163636363637,10-10-246-184-47-252-150-71_331_96.png
-0.8997657272727272,10-10-246-184-47-252-150-71_331_156.png
-0.5915119999999999,10-10-246-184-47-252-150-71_63_66.png
-0.283229,10-10-246-184-47-252-150-71_63_96.png
-0.24031471818181818,10-10-246-184-47-252-150-71_63_141.png
-0.6310794181818181,10-10-246-184-47-252-150-71_63_171.png
-0.48406615454545454,10-10-246-184-47-252-150-71_274_66.png
-0.38174695454545454,10-10-246-184-47-252-150-71_274_96.png
-0.7189840909090909,10-10-246-184-47-252-150-71_274_171.png
-0.4722733363636364,10-10-246-184-47-252-150-71_366_66.png
-0.4171269545454545,10-10-246-184-47-252-150-71_366_96.png
-0.7555545454545455,10-10-246-184-47-252-150-71_366_156.png
